,�..ID,store,state,city_locality,lat,long,item,species,subspecies,specific_taxonomy,sex,price_.,in_list,notes,visit_type,vendor_type,native.
10701,11251,Underground Reptiles,,,NA,NA,Cuban Knight Anole,Anolis equestris,,1,,14.99,,,online,online,0
10702,11252,Underground Reptiles,,,NA,NA,Baby Cuban Knight Anole,Anolis equestris,,1,,19.99,,,online,online,0
9333,9802,Snakes at Sunset,,,NA,NA,Barbados Anoles for sale (Anolis extremus),Anolis extremus,,1,,99.99,,,online,online,0
9334,9803,Snakes at Sunset,,,NA,NA,Anguilla Bank Anole (Anolis gingivinus),Anolis gingivinus,,1,,39.99,,,online,online,0
9335,9804,Snakes at Sunset,,,NA,NA,Dominican Anoles (Anolis oculatus),Anolis oculatus,,1,,1,,,online,online,0
4722,4965,LLL Reptiles,CA,Menifee,33.68248,-117.170021,Cuban green anole,Anolis porcatus,,1,,29.99,,,expo,brick and mortar,0
10703,11253,Underground Reptiles,,,NA,NA,Cuban Green Anole,Anolis porcatus,,1,,5.99,,,online,online,0
9336,9805,Snakes at Sunset,,,NA,NA,Saban Anole (Anolis sabanus)males only,Anolis sabanus,,1,,99.99,,,online,online,0
275,295,Animal Island Pet Shop,IL,Midlothian,41.63036679,-87.7370106,brown anole,Anolis sagrei,,1,,4.99,yes,,brick & mortar,brick & mortar,0
1922,2078,Jabberwock Reptiles,MA,Stoneham,42.492063,-71.100688,Brown anole,Anolis sagrei,,1,,,,,brick & mortar,brick & mortar,0
3381,3592,"Fin & Feather Pet Center, Inc.",VA,Richmond,37.60127862,-77.46746415,brown anole,Anolis sagrei,,1,,5.99,,,brick & mortar,brick & mortar,0
3404,3617,PetSmart,VA,,NA,NA,bahaman anole,Anolis sagrei,,1,,6.99,,,brick & mortar,brick & mortar,0
5765,6027,Big Apple Herp,,,NA,NA,Brown Anoles (Group of 3),Anolis sagrei,,1,,24.95,,,online,online,0
8057,8474,PetSmart,,,NA,NA,Bahaman Anole,Anolis sagrei,,1,,6.99,,,online,online,0
9039,9494,ReptilesNCritters,,,NA,NA,Brown Anole,Anolis sagrei,,1,,$10.99 ,,,online,online,0
9337,9806,Snakes at Sunset,,,NA,NA,Brown Anoles for sale (Anolis sagrei),Anolis sagrei,,1,,7.99,,,online,online,0
10089,10572,Strictly Reptiles,,,NA,NA,BROWN ANOLE,Anolis sagrei,,1,,,,,online,online,0
10704,11254,Underground Reptiles,,,NA,NA,Brown Anole,Anolis sagrei,,1,,3.99,,,online,online,0
12112,12713,Wholesale Exotics,,,NA,NA,Brown Anole,Anolis sagrei,,1,,,,,online,online,0
92,104,Xtreme Exotics,FL,Jacksonville,30.15784674,-81.53218839,smallwood's anole,Anolis smallwoodi,,1,,,yes,,brick & mortar,brick & mortar,0
10705,11255,Underground Reptiles,,,NA,NA,Smallwood’s Anole,Anolis smallwoodi,,1,,199.99,,,online,online,0
1432,1572,Modern Reptiles,TN,Nashville,NA,NA,children's python,Antaresia childreni,,1,,300,yes,from Chattanooga Repticon,expo,brick & mortar,0
1616,1757,East Bay Vivarium,CA,Berkeley,37.869703,-122.2993,Children's python,Antaresia childreni,,1,,225,,,brick & mortar,brick & mortar,0
2827,3006,CV Exotics,NH,E Hampstead,NA,NA,children's python,Antaresia childreni,,1,m,200,,,expo,breeder,0
3266,3472,Nature Box Pet Emporium,CO,Aurora,39.63743939,-104.8274806,children's python,Antaresia childreni,,1,f,340,,,expo,,0
3268,3474,Nature Box Pet Emporium,CO,Aurora,39.63743939,-104.8274806,children's python,Antaresia childreni,,1,m,250,,,expo,,0
3338,3547,Nature Box Pet Emporium,CO,Aurora,39.63743939,-104.8274806,children's python,Antaresia childreni,,1,,249.99,,,expo,,0
3786,4013,T & B Reptile Zone,VA,Yorktown,37.14644337,-76.45700366,children's python,Antaresia childreni,,1,,275,,,Expo,Brick & Mortar,0
3859,4090,Beatrice's Reptiles,TX,Killeen,NA,NA,children's python,Antaresia childreni,,1,f,125,,,Expo,Breeder,0
3861,4092,Beatrice's Reptiles,TX,Killeen,NA,NA,stimson's python,Antaresia childreni,,1,f,350,,,Expo,Breeder,0
4823,5066,LLL Reptiles,CA,Menifee,33.68248,-117.170021,Children's python,Antaresia childreni,,1,,179.99,,,expo,brick and mortar,0
5085,5337,Reptile Factory,CA,Downey,33.94413,-118.14079,Children's python,Antaresia childreni,,1,f,250,,,expo,Brick and Mortar,0
5086,5338,Reptile Factory,CA,Downey,33.94413,-118.14079,Children's python,Antaresia childreni,,1,m,300,,,expo,Brick and Mortar,0
5766,6028,Big Apple Herp,,,NA,NA,Children's Pythons,Antaresia childreni,,1,,249,,,online,online,0
8597,9044,Reptile Rapture,,,NA,NA,"CHILDRENS PYTHON - CB 2020 #3 MALE, Antaresia childreni",Antaresia childreni,,1,,,,,online,online,0
8598,9045,Reptile Rapture,,,NA,NA,"STIMSON'S PYTHON - 2019 CB FEMALE, Antaresia stimsoni",Antaresia childreni,,1,,,,,online,online,0
8599,9046,Reptile Rapture,,,NA,NA,"STIMSON'S PYTHON - 2019 CB MALE, Antaresia stimsoni",Antaresia childreni,,1,,,,,online,online,0
8600,9047,Reptile Rapture,,,NA,NA,"CHILDRENS PYTHON - CB 2020 #2 MALE, Antaresia childreni",Antaresia childreni,,1,,,,,online,online,0
8601,9048,Reptile Rapture,,,NA,NA,"CHILDRENS PYTHON - CB 2020 FEMALE, Antaresia childreni",Antaresia childreni,,1,,,,,online,online,0
9338,9807,Snakes at Sunset,,,NA,NA,Childrens Pythons for sale (Antaresia childreni),Antaresia childreni,,1,,89.99,,,online,online,0
10706,11256,Underground Reptiles,,,NA,NA,Baby Childrens Python,Antaresia childreni,,1,,199.99,,,online,online,0
5084,5336,Reptile Factory,CA,Downey,33.94413,-118.14079,Spotted python,Antaresia maculosa,,1,m,750,,,expo,Brick and Mortar,0
5307,5563,The Reptile Shop,CA,Temecula,33.51521,-117.16492,Spotted python,Antaresia maculosa,,1,,400,,,expo,Brick and mortar,0
5308,5564,The Reptile Shop,CA,Temecula,33.51521,-117.16492,Spotted python,Antaresia maculosa,,1,,400,,,expo,Brick and mortar,0
5373,5629,The Reptile Shop,CA,Temecula,33.51521,-117.16492,Cape York spotted python,Antaresia maculosa,,1,,400,,,expo,Brick and mortar,0
5375,5631,The Reptile Shop,CA,Temecula,33.51521,-117.16492,Cape York spotted python,Antaresia maculosa,,1,,400,,,expo,Brick and mortar,0
5767,6029,Big Apple Herp,,,NA,NA,Spotted Pythons,Antaresia maculosa,,1,,189,,,online,online,0
7148,7501,Imperial Reptiles,,,NA,NA,Adult Spotted Python,Antaresia maculosa,,1,,299.95,,,online,online,0
7149,7502,Imperial Reptiles,,,NA,NA,Spotted Python,Antaresia maculosa,,1,,,,,online,online,0
8602,9049,Reptile Rapture,,,NA,NA,"SPOTTED PYTHON - CB 2020 #2 male, Antaresia maculosa",Antaresia maculosa,,1,,,,,online,online,0
8603,9050,Reptile Rapture,,,NA,NA,"SPOTTED PYTHON - CB 2020 female, Antaresia maculosa",Antaresia maculosa,,1,,,,,online,online,0
8604,9051,Reptile Rapture,,,NA,NA,"SPOTTED PYTHON - CB 2020 male, Antaresia maculosa",Antaresia maculosa,,1,,,,,online,online,0
9339,9808,Snakes at Sunset,,,NA,NA,Granite Spotted Python for sale (Antaresia maculosa),Antaresia maculosa,,1,,99.99,,,online,online,0
9340,9809,Snakes at Sunset,,,NA,NA,Spotted Pythons for sale (Antaresia maculosa) MALE ONLY,Antaresia maculosa,,1,,149.99,,,online,online,0
10707,11257,Underground Reptiles,,,NA,NA,Baby Granite Spotted Python,Antaresia maculosa,,1,,89.99,,,online,online,0
10708,11258,Underground Reptiles,,,NA,NA,Baby Spotted Python,Antaresia maculosa,,1,,199.99,,,online,online,0
10709,11259,Underground Reptiles,,,NA,NA,Granite Spotted Python,Antaresia maculosa,,1,,199.99,,,online,online,0
12170,12774,XYZ reptiles,,,NA,NA,Spotted Python,Antaresia maculosa,,1,,199,,,online,online,0
8506,8948,Purely Poultry,,,NA,NA,Stanley Cranes,Anthropoides paradiseus,,1,,9475,,,online,online,0
6684,7000,Buck Trader,,,NA,NA,Springbok Rams,Antidorcas marsupialis,,1,,,,,online,online,0
6685,7001,Buck Trader,,,NA,NA,Springbok Ewes,Antidorcas marsupialis,,1,,,,,online,online,0
6686,7002,Buck Trader,,,NA,NA,Blackbuck Bucks,Antilope cervicapra,,1,,1500,,,online,online,0
6687,7003,Buck Trader,,,NA,NA,Blackbuck Does,Antilope cervicapra,,1,,500,,,online,online,0
10295,10807,Tejas Ranch Fence,,,NA,NA,Blackbuck antelope,Antilope cervicapra,,1,,,,,online,online,0
6955,7287,Golden Cockatoo,,,NA,NA,Buffons Macaw,Ara ambiguus,,1,,"$6,999.99 ",,,online,online,0
7516,7886,Omar's Exotic Birds,,,NA,NA,Buffons Macaw,Ara ambiguus,,1,,,,,online,online,0
8089,8514,Planet Exotics Pets,,,NA,NA,Great green macaw,Ara ambiguus,,1,,,,,online,online,0
8090,8515,Planet Exotics Pets,,,NA,NA,Great green macaw eggs,Ara ambiguus,,1,,,,,online,online,0
267,284,Fancy's Pets,FL,Crystal River,28.900036,-82.58876,blue and gold macaw,Ara ararauna,,1,,,yes,,brick & mortar,brick & mortar,0
439,482,Casa la Parrot,MI,Grand Rapids,42.91284283,-85.66965275,blue and gold macaw,Ara ararauna,,1,,,yes,,brick & mortar,brick & mortar,0
1009,1122,Exotic World Pets,IL,Darien,41.74027297,-87.97211298,blue and yellow macaw,Ara ararauna,,1,,,yes,,brick & mortar,brick & mortar,0
6620,6934,Bird Breeder Store,,,NA,NA,Blue and Gold Macaws for Sale,Ara ararauna,,1,,$800.00 ,,,online,online,0
6621,6935,Bird Breeder Store,,,NA,NA,Blue and Gold Macaw eggs,Ara ararauna,,1,,$100.00 ,,,online,online,0
6855,7183,CP Birds,,,NA,NA,Blue and Gold Macaws Babies,Ara ararauna,,1,,"$3,399.99 ",,,online,online,0
6896,7224,Exotic Birds Shop,,,NA,NA,Baby Blue&Gold Macaw Ready now,Ara ararauna,,1,,$600.00 ,,,online,online,0
6897,7225,Exotic Birds Shop,,,NA,NA,Buy Adult Blue and Gold Macaw Parrots,Ara ararauna,,1,,$800.00 ,,,online,online,0
6905,7234,Exotic Parrot Store,,,NA,NA,Blue And Gold Macaw Eggs,Ara ararauna,,1,,$40.00 ,,,online,online,0
6906,7235,Exotic Parrot Store,,,NA,NA,TINA & FINA – BLUE & GOLD MACAW,Ara ararauna,,1,,"$1,499.00 ",,,online,online,0
6907,7236,Exotic Parrot Store,,,NA,NA,FALLY & KEN – BLUE AND GOLD MACAWS AVAILABLE,Ara ararauna,,1,,"$1,299.00 ",,,online,online,0
6908,7237,Exotic Parrot Store,,,NA,NA,LULU & PEARL – BLUE AND GOLD MACAWS,Ara ararauna,,1,,"$1,500.00 ",,,online,online,0
6956,7288,Golden Cockatoo,,,NA,NA,Blue and Gold Macaw,Ara ararauna,,1,,"$3,499.99 ",,,online,online,0
7517,7887,Omar's Exotic Birds,,,NA,NA,Blue and Gold Macaw,Ara ararauna,,1,,,,,online,online,0
7986,8391,Parrotdise,,,NA,NA,Buy Blue And Gold Macaw Parrots,Ara ararauna,,1,,,,,online,online,0
8091,8516,Planet Exotics Pets,,,NA,NA,Blue-and-yellow macaw,Ara ararauna,,1,,,,,online,online,0
8092,8517,Planet Exotics Pets,,,NA,NA,Blue-and-yellow macaw eggs,Ara ararauna,,1,,,,,online,online,0
10233,10733,Sugar Creek Bird Farm,,,NA,NA,Blue and Gold Macaws,Ara ararauna,,1,,"$3,000 ",,,online,online,0
10323,10844,The Bird Store,,,NA,NA,Blue and Gold Macaw,Ara ararauna,,1,,,,,online,online,0
10387,10917,The Finch Farm,,,NA,NA,Blue and Gold Macaw,Ara ararauna,,1,,3571.99,,,online,online,0
6622,6936,Bird Breeder Store,,,NA,NA,Green Wing Macaws for Sale,Ara chloropterus,,1,,"$2,000.00 ",,,online,online,0
6623,6937,Bird Breeder Store,,,NA,NA,Green Wing Macaw eggs,Ara chloropterus,,1,,$100.00 ,,,online,online,0
6669,6985,Brendas Birds,,,NA,NA,MACAW GREENWING,Ara chloropterus,,1,,"$5,999.99 ",,,online,online,0
6856,7184,CP Birds,,,NA,NA,Macaw Green Wing Baby,Ara chloropterus,,1,,"$3,999.99 ",,,online,online,0
6957,7289,Golden Cockatoo,,,NA,NA,Greenwing Macaw,Ara chloropterus,,1,,"$4,599.99 ",,,online,online,0
7518,7888,Omar's Exotic Birds,,,NA,NA,Green Winged Macaw,Ara chloropterus,,1,,,,,online,online,0
8093,8518,Planet Exotics Pets,,,NA,NA,Red-and-green macaw,Ara chloropterus,,1,,,,,online,online,0
8094,8519,Planet Exotics Pets,,,NA,NA,Red-and-green macaw eggs,Ara chloropterus,,1,,,,,online,online,0
10234,10734,Sugar Creek Bird Farm,,,NA,NA,Greenwing Macaws,Ara chloropterus,,1,,"$3,500 ",,,online,online,0
10324,10845,The Bird Store,,,NA,NA,Green Wing Macaw,Ara chloropterus,,1,,,,,online,online,0
10388,10918,The Finch Farm,,,NA,NA,Green-winged Macaw,Ara chloropterus,,1,,4285.99,,,online,online,0
6624,6938,Bird Breeder Store,,,NA,NA,Blue Throated Macaws for sale,Ara glaucogularis,,1,,"$1,000.00 ",,,online,online,0
6625,6939,Bird Breeder Store,,,NA,NA,Blue Throated Macaw eggs,Ara glaucogularis,,1,,$100.00 ,,,online,online,0
6958,7290,Golden Cockatoo,,,NA,NA,Caninde Macaw or Blue Throated Macaw,Ara glaucogularis,,1,,"$3,199.99 ",,,online,online,0
7519,7889,Omar's Exotic Birds,,,NA,NA,Blue Throated Macaw,Ara glaucogularis,,1,,,,,online,online,0
8095,8520,Planet Exotics Pets,,,NA,NA,Blue-throated macaw,Ara glaucogularis,,1,,,,,online,online,0
8096,8521,Planet Exotics Pets,,,NA,NA,Blue-throated macaw eggs,Ara glaucogularis,,1,,,,,online,online,0
438,481,Casa la Parrot,MI,Grand Rapids,42.91284283,-85.66965275,scarlet macaw,Ara macao,,1,,,yes,,brick & mortar,brick & mortar,0
883,987,The Ark Pet Shop,IN,Merrillville,41.471757,-87.366261,scarlet macaw,Ara macao,,1,,,yes,,brick & mortar,brick & mortar,0
6626,6940,Bird Breeder Store,,,NA,NA,Scarlet Macaws for Sale,Ara macao,,1,,"$2,000.00 ",,,online,online,0
6627,6941,Bird Breeder Store,,,NA,NA,Scarlet Macaw eggs,Ara macao,,1,,$100.00 ,,,online,online,0
6857,7185,CP Birds,,,NA,NA,Macaw Baby Scarlet,Ara macao,,1,,"$3,999.99 ",,,online,online,0
7520,7890,Omar's Exotic Birds,,,NA,NA,Scarlet Macaw,Ara macao,,1,,,,,online,online,0
8097,8522,Planet Exotics Pets,,,NA,NA,Scarlet macaw,Ara macao,,1,,,,,online,online,0
8098,8523,Planet Exotics Pets,,,NA,NA,Scarlet macaw eggs,Ara macao,,1,,,,,online,online,0
10075,10556,Steven Parrots,,,NA,NA,Scarlet Macaws for Sale,Ara macao,,1,,1100,,,online,online,0
10325,10846,The Bird Store,,,NA,NA,Scarlet Macaw,Ara macao,,1,,,,,online,online,0
10389,10919,The Finch Farm,,,NA,NA,Scarlet Macaw,Ara macao,,1,,4999.99,,,online,online,0
6628,6942,Bird Breeder Store,,,NA,NA,Military Macaws for Sale,Ara militaris,,1,,"$2,000.00 ",,,online,online,0
6629,6943,Bird Breeder Store,,,NA,NA,Military Macaw Eggs,Ara militaris,,1,,$100.00 ,,,online,online,0
6959,7291,Golden Cockatoo,,,NA,NA,Military Macaw,Ara militaris,,1,,"$1,699.99 ",,,online,online,0
7521,7891,Omar's Exotic Birds,,,NA,NA,Military Macaw,Ara militaris,,1,,,,,online,online,0
7965,8368,Parrot Hatch,,,NA,NA,Military Macaw,Ara militaris,,1,,"$2,200 ",,,online,online,0
8099,8524,Planet Exotics Pets,,,NA,NA,Military macaw,Ara militaris,,1,,,,,online,online,0
8100,8525,Planet Exotics Pets,,,NA,NA,Military macaw eggs,Ara militaris,,1,,,,,online,online,0
10326,10847,The Bird Store,,,NA,NA,Military Macaw,Ara militaris,,1,,,,,online,online,0
6960,7292,Golden Cockatoo,,,NA,NA,Hahns Macaw,Ara nobilis,,1,,"$2,999.99 ",,,online,online,0
6630,6944,Bird Breeder Store,,,NA,NA,Red Front Macaws for Sale,Ara rubrogenys,,1,,"$1,500.00 ",,,online,online,0
6961,7293,Golden Cockatoo,,,NA,NA,Red Fronted Macaw,Ara rubrogenys,,1,,"$3,199.99 ",,,online,online,0
7522,7892,Omar's Exotic Birds,,,NA,NA,Red Front Macaw,Ara rubrogenys,,1,,,,,online,online,0
6631,6945,Bird Breeder Store,,,NA,NA,Severe Macaws for Sale,Ara severus,,1,,"$1,500.00 ",,,online,online,0
6962,7294,Golden Cockatoo,,,NA,NA,Severe Macaw,Ara severus,,1,,"$2,299.00 ",,,online,online,0
7523,7893,Omar's Exotic Birds,,,NA,NA,Severe Macaw,Ara severus,,1,,,,,online,online,0
